Date,Open,High,Low,Close,Volume,TradingValue,UpLimit,LowLimit
2024-06-14,38587.57,39025.7,38554.75,38814.56,,,,
2024-06-17,38440.98,38442.7,37950.2,38102.44,,,,
2024-06-18,38433.48,38519.02,38332.89,38482.11,,,,
2024-06-19,38653.91,38797.97,38453.41,38570.76,,,,
2024-06-20,38410.32,38637.62,38263.08,38633.02,,,,
2024-06-21,38608.66,38795.68,38532.13,38596.47,,,,
2024-06-24,38497.42,38905.47,38416.07,38804.65,,,,
2024-06-25,38833.9,39215.07,38758.07,39173.15,,,,
2024-06-26,39364.73,39788.63,39233.56,39667.07,,,,
2024-06-27,39434.47,39439.24,39193.51,39341.54,,,,
2024-06-28,39593.01,39783.7,39485.73,39583.08,,,,
2024-07-01,39839.82,39942.69,39537.1,39631.06,,,,
2024-07-02,39543.61,40113.48,39457.62,40074.69,,,,
2024-07-03,40225.83,40694.21,40172.85,40580.76,,,,
2024-07-04,40747.59,40971.23,40604.15,40913.65,,,,
2024-07-05,41009.36,41100.13,40746.89,40912.37,,,,
2024-07-08,40863.14,41112.24,40780.7,40780.7,,,,
2024-07-09,40953.41,41769.35,40942.44,41580.17,,,,
2024-07-10,41444.33,41889.16,41430.38,41831.99,,,,
2024-07-11,42343.72,42426.77,42102.46,42224.02,,,,
2024-07-12,41668.86,41754.76,41188.29,41190.68,,,,
2024-07-16,41366.79,41520.07,41220.65,41275.08,,,,
2024-07-17,41416.18,41466.45,41054.72,41097.69,,,,
2024-07-18,40521.71,40587.63,40104.22,40126.35,,,,
2024-07-19,39965.91,40212.9,39824.58,40063.79,,,,
2024-07-22,39947.95,39973.2,39519.39,39599,,,,
2024-07-23,39864.09,39927.89,39519.91,39594.39,,,,
2024-07-24,39336.74,39643.27,39096.5,39154.85,,,,
2024-07-25,38524.2,38557.79,37825.58,37869.51,,,,
2024-07-26,37792.87,38105.96,37611.19,37667.41,,,,
2024-07-29,38139.12,38719.7,38010.01,38468.63,,,,
2024-07-30,38241.35,38531.16,38076.7,38525.95,,,,
2024-07-31,38140.77,39188.37,37954.38,39101.82,,,,
2024-08-01,38781.56,38781.56,37737.88,38126.33,,,,
2024-08-02,37444.17,37471.52,35880.15,35909.7,,,,
2024-08-05,35249.36,35301.18,31156.12,31458.42,,,,
2024-08-06,32077.33,34911.8,32077.33,34675.46,,,,
2024-08-07,34122.35,35849.77,33739.46,35089.62,,,,
2024-08-08,34645.79,35379.65,34207.16,34831.15,,,,
2024-08-09,35272.34,35671.31,34445.57,35025,,,,
2024-08-13,35490.58,36232.51,35476.79,36232.51,,,,
2024-08-14,36535.6,36683.89,36074.71,36442.43,,,,
2024-08-15,36381.4,36885.16,36381.4,36726.64,,,,
2024-08-16,37304.93,38143.55,37304.93,38062.67,,,,
2024-08-19,37863.76,38125.27,37318.04,37388.62,,,,
2024-08-20,37847.85,38236.39,37738.3,38062.92,,,,
2024-08-21,37653.34,38026.02,37605.83,37951.8,,,,
2024-08-22,38033.78,38408.19,37883.86,38211.01,,,,
2024-08-23,38278.18,38424.27,38053.47,38364.27,,,,
2024-08-26,38156.41,38204.81,37825.31,38110.22,,,,
2024-08-27,38066.31,38365.64,37911.32,38288.62,,,,
2024-08-28,38221.38,38399.91,38141.49,38371.76,,,,
2024-08-29,38119.95,38401.15,37970.2,38362.53,,,,
2024-08-30,38388.04,38669.79,38316.87,38647.75,,,,
2024-09-02,39025.31,39080.64,38476.51,38700.87,,,,
2024-09-03,38745.76,38967.56,38581.55,38686.31,,,,
2024-09-04,38039.91,38080.02,36879.33,37047.61,,,,
2024-09-05,36536.25,37099.96,36359.23,36657.09,,,,
2024-09-06,36815,36898.28,36235.61,36391.47,,,,
2024-09-09,35805.82,36248.12,35247.87,36215.75,,,,
2024-09-10,36386.12,36537.03,36001.58,36159.16,,,,
2024-09-11,36029.9,36056.87,35253.43,35619.77,,,,
2024-09-12,36185.62,36902.21,36172.26,36833.27,,,,
2024-09-13,36882.41,36887.4,36441.34,36581.76,,,,
2024-09-17,36601.93,36663.18,35828.54,36203.22,,,,
2024-09-18,36546.04,36675.07,36127.45,36380.17,,,,
2024-09-19,36958.93,37394.52,36958.93,37155.33,,,,
2024-09-20,37714.07,37974.72,37654.11,37723.91,,,,
2024-09-24,38171.36,38427.15,37902.99,37940.59,,,,
2024-09-25,37947.35,38109.24,37868.84,37870.26,,,,
2024-09-26,38266.79,38925.63,38240.65,38925.63,,,,
2024-09-27,39108.27,39829.56,38917.98,39829.56,,,,
2024-09-30,39117.83,39126.36,37797.91,37919.55,,,,
2024-10-01,38232.47,38718.13,38232.47,38651.97,,,,
2024-10-02,38136.2,38213.54,37651.07,37808.76,,,,
2024-10-03,38459.13,38856.75,38457.62,38552.06,,,,
2024-10-04,38594.73,38735.29,38501.82,38635.62,,,,
2024-10-07,39239.92,39560.78,39195.93,39332.74,,,,
2024-10-08,39021.13,39117.09,38817.54,38937.54,,,,
2024-10-09,39385.49,39456.28,39115.63,39277.96,,,,
2024-10-10,39575.8,39616.59,39282.19,39380.89,,,,
2024-10-11,39636.87,39668.93,39415.26,39605.8,,,,
2024-10-15,40047.15,40257.34,39910.55,39910.55,,,,
2024-10-16,39362.63,39362.63,39062.85,39180.3,,,,
2024-10-17,39263.82,39299.74,38911.19,38911.19,,,,
2024-10-18,39092.47,39186.64,38893.52,38981.75,,,,
2024-10-21,38960.2,39119.67,38775.59,38954.6,,,,
2024-10-22,38933.6,38995.03,38200.82,38411.96,,,,
2024-10-23,38397.28,38514.33,37987.62,38104.86,,,,
2024-10-24,37804.52,38320.39,37712.19,38143.29,,,,
2024-10-25,37954.78,38028.14,37713,37913.92,,,,
2024-10-28,37757.95,38740.17,37757.95,38605.53,,,,
2024-10-29,38524.3,38903.68,38416.85,38903.68,,,,
2024-10-30,39102.89,39417.88,39094.3,39277.39,,,,
2024-10-31,39179.72,39249.21,38832.21,39081.25,,,,
2024-11-01,38504.35,38512.83,37946.66,38053.67,,,,
2024-11-05,38274.22,38620.19,38159.73,38474.9,,,,
2024-11-06,38677.95,39664.53,38662.17,39480.67,,,,
2024-11-07,39745.23,39884.01,39020.22,39381.41,,,,
2024-11-08,39783.45,39818.41,39377.87,39500.37,,,,
2024-11-11,39417.21,39598.74,39315.61,39533.32,,,,
2024-11-12,39642.78,39866.72,39137.89,39376.09,,,,
2024-11-13,39317.15,39377.24,38600.26,38721.66,,,,
2024-11-14,38911.04,39084.44,38535.7,38535.7,,,,
2024-11-15,38749.56,39101.64,38642.91,38642.91,,,,
2024-11-18,38259.59,38548.3,38150.39,38220.85,,,,
2024-11-19,38396.72,38560.1,38246.36,38414.43,,,,
2024-11-20,38475.7,38520.45,38180.15,38352.34,,,,
2024-11-21,38352.87,38374.69,37945.21,38026.17,,,,
2024-11-22,38146.98,38420.63,38085.13,38283.85,,,,
2024-11-25,38679.93,39053.64,38672.17,38780.14,,,,
2024-11-26,38596.76,38596.76,38020.08,38442,,,,
2024-11-27,38327.86,38332.45,37988.99,38134.97,,,,
2024-11-28,37935.94,38478.32,37801.62,38349.06,,,,
2024-11-29,38205.08,38270.06,37986.97,38208.03,,,,
2024-12-02,38216.95,38552.41,37958.55,38513.02,,,,
2024-12-03,38748.65,39427.37,38746.05,39248.86,,,,
2024-12-04,39354,39417.08,39062.03,39276.39,,,,
2024-12-05,39610.43,39632.3,39323.04,39395.6,,,,
2024-12-06,39371.56,39468.47,38940.44,39091.17,,,,
2024-12-09,39332.55,39332.55,38972.78,39160.5,,,,
2024-12-10,39375.49,39465.14,39171.69,39367.58,,,,
2024-12-11,39357.77,39401.93,39112.8,39372.23,,,,
2024-12-12,39849.97,40091.55,39827.59,39849.14,,,,
2024-12-13,39624.05,39734.99,39247.41,39470.44,,,,
2024-12-16,39551.22,39632.17,39371.42,39457.49,,,,
2024-12-17,39589.65,39796.22,39364.68,39364.68,,,,
2024-12-18,39176.88,39382.69,39081.71,39081.71,,,,
2024-12-19,38522.27,38913.07,38355.52,38813.58,,,,
2024-12-20,38950.28,39039.68,38701.9,38701.9,,,,
2024-12-23,39040.72,39210.17,38847.13,39161.34,,,,
2024-12-24,39210.23,39245.75,38995.76,39036.85,,,,
2024-12-25,39168.52,39180.59,38927.16,39130.43,,,,
2024-12-26,39129.31,39592.28,39110.92,39568.06,,,,
2024-12-27,39672.15,40398.23,39669.39,40281.16,,,,
2024-12-30,40325.78,40325.78,39864.46,39894.54,,,,
2025-01-06,39945.42,39993.5,39232.78,39307.05,,,,
2025-01-07,39584.36,40288.8,39584.36,40083.3,,,,
2025-01-08,39879.36,40105.72,39705.81,39981.06,,,,
2025-01-09,39888.91,39930.07,39385.05,39605.09,,,,
2025-01-10,39550.25,39591.46,39166.05,39190.4,,,,
2025-01-14,39010.96,39054.35,38305.91,38474.3,,,,
2025-01-15,38721.61,38774.99,38316.01,38444.58,,,,
2025-01-16,38732.65,38932.54,38426.2,38572.6,,,,
2025-01-17,38454.1,38503.94,38055.68,38451.46,,,,
2025-01-20,38671.77,39032.93,38671.77,38902.5,,,,
2025-01-21,39163.53,39238.21,38643.84,39027.98,,,,
2025-01-22,39355.22,39694.57,39332.63,39646.25,,,,
2025-01-23,39810.06,40036.07,39677.22,39958.87,,,,
2025-01-24,40060.49,40279.79,39806.69,39931.98,,,,
2025-01-27,40127.74,40255.68,39520.79,39565.8,,,,
2025-01-28,39400.02,39448.55,38886.05,39016.87,,,,
2025-01-29,39273.8,39448.24,39129.14,39414.78,,,,
2025-01-30,39302.85,39600.93,39221.36,39513.97,,,,
2025-01-31,39574.38,39681.82,39458.95,39572.49,,,,
2025-02-03,38932.66,38948.61,38401.82,38520.09,,,,
2025-02-04,39078.66,39192.51,38590.96,38798.37,,,,
2025-02-05,38979.21,39118.95,38682.18,38831.48,,,,
2025-02-06,38977.58,39190.13,38851.51,39066.53,,,,
2025-02-07,38907.76,39007.94,38753.2,38787.02,,,,
2025-02-10,38736.37,38895.74,38606.32,38801.17,,,,
2025-02-12,39049.12,39102.65,38794.24,38963.7,,,,
2025-02-13,39225.5,39581.47,39112.17,39461.47,,,,
2025-02-14,39419.25,39543.93,39133.94,39149.43,,,,
2025-02-17,39094.09,39238.75,39021.23,39174.25,,,,
2025-02-18,39187.99,39508.55,39151.71,39270.4,,,,
2025-02-19,39230.62,39298.05,38994.7,39164.61,,,,
2025-02-20,38942.91,38967.01,38468.72,38678.04,,,,
2025-02-21,38523.07,38808.81,38456.53,38776.94,,,,
2025-02-25,38359.67,38485.95,38131.79,38237.79,,,,
2025-02-26,38143.68,38175.24,37742.76,38142.37,,,,
2025-02-27,38251.11,38369.96,38061.94,38256.17,,,,
2025-02-28,37853.48,37925.28,36840.12,37155.5,,,,
2025-03-03,37617.5,37827.62,37372.26,37785.47,,,,
2025-03-04,37532.01,37587.49,36816.16,37331.18,,,,
2025-03-05,37345.74,37606.34,37178.72,37418.24,,,,
2025-03-06,37654.95,37874.38,37580.88,37704.93,,,,
2025-03-07,37198.3,37221.65,36813.62,36887.17,,,,
2025-03-10,36972.59,37113.48,36705.02,37028.27,,,,
2025-03-11,36584.37,36793.11,35987.13,36793.11,,,,
2025-03-12,36763.1,36956.33,36658.86,36819.09,,,,
2025-03-13,37081.64,37326.27,36776.94,36790.03,,,,
2025-03-14,36606.78,37154.39,36594.04,37053.1,,,,
2025-03-17,37453.83,37563.27,37377.55,37396.52,,,,
2025-03-18,37868.57,38004.2,37822.87,37845.42,,,,
2025-03-19,37839.39,38128.58,37751.88,37751.88,,,,
2025-03-21,37619.37,37968.02,37619.37,37677.06,,,,
2025-03-24,37841.68,37841.68,37608.49,37608.49,,,,
2025-03-25,37953.15,38115.65,37686.26,37780.54,,,,
2025-03-26,38106.66,38220.69,37873.28,38027.29,,,,
2025-03-27,37750.66,37859.06,37556.75,37799.97,,,,
2025-03-28,37357.52,37359.95,36864.93,37120.33,,,,
2025-03-31,36440.18,36440.18,35541.72,35617.56,,,,
2025-04-01,35961.19,36052.54,35537.86,35624.48,,,,
2025-04-02,35751.02,35778.9,35426.33,35725.87,,,,
2025-04-03,35041.67,35044.73,34102,34735.93,,,,
2025-04-04,34304.66,34320.11,33259.76,33780.58,,,,
2025-04-07,33154.97,33158.87,30792.74,31136.58,,,,
2025-04-08,31729.11,33257.16,31703.69,33012.58,,,,
2025-04-09,32529.23,32565.84,31258.18,31714.03,,,,
2025-04-10,32321.21,34639.39,32320.66,34609,,,,
2025-04-11,33951.25,33953.29,32626.58,33585.58,,,,
2025-04-14,34006.37,34325.59,33887.7,33982.36,,,,
2025-04-15,34349.01,34459,34266.31,34267.54,,,,
2025-04-16,34249.82,34329.27,33658.47,33920.4,,,,
2025-04-17,33987.01,34379.13,33931.53,34377.6,,,,
2025-04-18,34353.88,34758.97,34224.57,34730.28,,,,
2025-04-21,34556.23,34610.6,34216.98,34279.92,,,,
2025-04-22,34111.14,34340.57,34109.85,34220.6,,,,
2025-04-23,34787.93,35142.12,34682.28,34868.63,,,,
2025-04-24,35194.71,35287.95,34960.65,35039.15,,,,
2025-04-25,35387.67,35835.28,35337.98,35705.74,,,,
2025-04-28,35962.8,36075.26,35773.49,35839.99,,,,
2025-04-30,35946.88,36056.52,35793.33,36045.38,,,,
2025-05-01,36197.04,36544.15,36040.05,36452.3,,,,
2025-05-02,36636.55,36976.51,36606.58,36830.69,,,,
2025-05-07,36903.66,36942.38,36731.39,36779.66,,,,
2025-05-08,36863.38,36977.35,36606.71,36928.63,,,,
2025-05-09,37332.57,37557.41,37219.03,37503.33,,,,
2025-05-12,37697.28,37726.44,37417.39,37644.26,,,,
2025-05-13,38149.53,38494.06,38124.2,38183.26,,,,
2025-05-14,38199.03,38325.88,37851.8,38128.13,,,,
2025-05-15,37832.36,37876.84,37633.36,37755.51,,,,
2025-05-16,37748.58,37786.43,37479.21,37753.72,,,,
2025-05-19,37572.36,37656.23,37445.93,37498.63,,,,
2025-05-20,37723.6,37921.81,37455.7,37529.49,,,,
2025-05-21,37590.15,37659.94,37298.98,37298.98,,,,
2025-05-22,36931.89,37100.45,36855.83,36985.87,,,,
2025-05-23,37161.74,37373.91,37111.63,37160.47,,,,
2025-05-26,37209.26,37531.53,37167.01,37531.53,,,,
2025-05-27,37523.37,37769.05,37411.68,37724.11,,,,
2025-05-28,38094.79,38178.73,37709.71,37722.4,,,,
2025-05-29,38046.97,38454.07,38035.32,38432.98,,,,
2025-05-30,37912.49,38114.47,37748.17,37965.1,,,,
2025-06-02,37651.18,37651.18,37320.72,37470.67,,,,
2025-06-03,37598.31,37729.45,37446.81,37446.81,,,,
2025-06-04,37686.66,37868.42,37672.47,37747.45,,,,
2025-06-05,37590.39,37732.88,37527.88,37554.49,,,,
2025-06-06,37590.44,37756.15,37590.42,37741.61,,,,
2025-06-09,38028.71,38178.01,38018.22,38088.57,,,,
2025-06-10,38278.17,38495.7,38139.1,38211.51,,,,
2025-06-11,38431.1,38529.64,38288.28,38421.19,,,,
2025-06-12,38324.93,38407.57,38102.05,38173.09,,,,
2025-06-13,38130.25,38141.59,37540.2,37834.25,,,,
2025-06-16,38056.86,38342.52,38055.52,38311.33,,,,
2025-06-17,38366.68,38581.25,38333.35,38536.74,,,,
2025-06-18,38364.16,38885.15,38364.16,38885.15,,,,
2025-06-19,38858.52,38870.55,38488.34,38488.34,,,,
2025-06-20,38472.25,38646.16,38362.54,38403.23,,,,
2025-06-23,38260.69,38368.22,38026.32,38354.09,,,,
2025-06-24,38779.18,38990.11,38665.61,38790.56,,,,
2025-06-25,38904.18,38944.77,38711.11,38942.07,,,,
2025-06-26,39072.14,39615.59,39056.14,39584.58,,,,
2025-06-27,39866.36,40267.84,39847.31,40150.79,,,,
2025-06-30,40550.79,40852.54,40322.54,40487.39,,,,
2025-07-01,40340.64,40345.87,39885.38,39986.33,,,,
2025-07-02,39631.17,39943.62,39444.7,39762.48,,,,
2025-07-03,39796.75,39865.89,39667.82,39785.9,,,,
2025-07-04,39994.64,40012.66,39693.4,39810.88,,,,
2025-07-07,39729.56,39829.38,39524.25,39587.68,,,,
2025-07-08,39542.07,39816.27,39510.48,39688.81,,,,
2025-07-09,39942.8,39971.06,39573.34,39821.28,,,,
2025-07-10,39795.75,39795.75,39530.95,39646.36,,,,
2025-07-11,39886.54,39957.8,39497.7,39569.68,,,,
2025-07-14,39416.1,39608.02,39288.9,39459.62,,,,
2025-07-15,39525.83,39678.02,39379.32,39678.02,,,,
2025-07-16,39734.74,39923.61,39520.96,39663.4,,,,
2025-07-17,39492.02,39910.96,39370.43,39901.19,,,,
2025-07-18,40072.39,40087.59,39745.42,39819.11,,,,
2025-07-22,39864.63,40275.89,39586.53,39774.92,,,,
2025-07-23,40189.18,41342.59,40087.86,41171.32,,,,
2025-07-24,41657.98,42065.83,41554.18,41826.34,,,,
2025-07-25,41760.58,41773.7,41389.79,41456.23,,,,
2025-07-28,41515.91,41534.21,40997.87,40998.27,,,,
2025-07-29,40767.77,40792.85,40563.53,40674.55,,,,
2025-07-30,40744.53,40744.53,40556.61,40654.7,,,,
2025-07-31,40693,41151.25,40639.32,41069.82,,,,
2025-08-01,41029.84,41064.73,40588.17,40799.6,,,,
2025-08-04,40118.81,40332.25,39850.52,40290.7,,,,
2025-08-05,40521,40649.38,40421.88,40549.54,,,,
2025-08-06,40430.46,40850.89,40423.13,40794.86,,,,
2025-08-07,40668.19,41164.11,40668.19,41059.15,,,,
2025-08-08,41283.7,42033.92,41248.05,41820.48,,,,
2025-08-12,42098.32,42999.71,42083.58,42718.17,,,,
2025-08-13,43090.91,43451.46,43008.2,43274.67,,,,
2025-08-14,43129.18,43199.83,42606.73,42649.26,,,,
2025-08-15,42866.38,43405.43,42736.86,43378.31,,,,
2025-08-18,43452.9,43835.12,43390.22,43714.31,,,,
2025-08-19,43846.55,43876.42,43411.97,43546.29,,,,
2025-08-20,43400.66,43425.78,42724.15,42888.55,,,,
2025-08-21,42783.26,42926.11,42564.3,42610.17,,,,
2025-08-22,42629.81,42720.57,42331.39,42633.29,,,,
2025-08-25,42977.27,43201.42,42681.37,42807.82,,,,
2025-08-26,42619.66,42703.27,42137.62,42394.4,,,,
2025-08-27,42476.09,42628.04,42270.18,42520.27,,,,
2025-08-28,42308.14,42828.79,42299.79,42828.79,,,,
2025-08-29,42774.29,42807.03,42611.31,42718.47,,,,
2025-09-01,42362.71,42454.99,41835.17,42188.79,,,,
2025-09-02,42299.63,42473.67,42084.78,42310.49,,,,
2025-09-03,42085.66,42293.54,41863.2,41938.89,,,,
2025-09-04,42093.7,42608.8,42066.59,42580.27,,,,
2025-09-05,42983.47,43220.94,42783.54,43018.75,,,,
2025-09-08,43451.07,43838.6,43343.58,43643.81,,,,
2025-09-09,43907.55,44185.73,43452.74,43459.29,,,,
2025-09-10,43513.16,43848.77,43509.02,43837.67,,,,
2025-09-11,43876.22,44396.95,43870.54,44372.5,,,,
2025-09-12,44803.3,44888.02,44548.57,44768.12,,,,
2025-09-16,44948.85,45055.38,44616.32,44902.27,,,,
2025-09-17,44751.84,45033.34,44612.07,44790.38,,,,
2025-09-18,44910.5,45508.67,44815.4,45303.43,,,,
2025-09-19,45634.29,45852.75,44495.46,45045.81,,,,
2025-09-22,45193.77,45757.74,45193.77,45493.66,,,,
2025-09-24,45484.41,45693.28,45205.47,45630.31,,,,
2025-09-25,45600.07,45824.69,45503.31,45754.93,,,,
2025-09-26,45634.2,45766.77,45354.99,45354.99,,,,
2025-09-29,45113.29,45152.7,44890.2,45043.75,,,,
2025-09-30,45054.96,45126.23,44733.6,44932.63,,,,
2025-10-01,44831.95,44874.42,44357.65,44550.85,,,,
2025-10-02,44736.03,45125.96,44659.22,44936.73,,,,
2025-10-03,45042.54,45778.66,45042.54,45769.5,,,,
2025-10-06,46636.07,48150.04,46592.99,47944.76,,,,
2025-10-07,48281.12,48527.33,47904.38,47950.88,,,,
2025-10-08,47925.22,48181.12,47728.27,47734.99,,,,
2025-10-09,48035.42,48597.08,47995.22,48580.44,,,,
2025-10-10,48510.72,48510.72,47962.61,48088.8,,,,
2025-10-14,47446.73,47865.65,46544.05,46847.32,,,,
2025-10-15,47002.3,47774.83,46910.83,47672.67,,,,
2025-10-16,48107.44,48317.34,47937.72,48277.74,,,,
2025-10-17,47820.97,48140.9,47494.31,47582.15,,,,
2025-10-20,48332.71,49185.5,48254.83,49185.5,,,,
2025-10-21,49675.43,49945.95,49127.2,49316.06,,,,
2025-10-22,49252.03,49458.28,48613.7,49307.79,,,,
2025-10-23,48866.58,48866.58,48399.05,48641.61,,,,
2025-10-24,49095.27,49435.31,48965.78,49299.65,,,,
2025-10-27,49905.8,50549.6,49838.98,50512.32,,,,
2025-10-28,50357.15,50485.8,50107.77,50219.18,,,,
2025-10-29,50453.64,51412.97,50365.62,51307.65,,,,
2025-10-30,51146.27,51657.28,50972.56,51325.61,,,,
2025-10-31,51629.8,52411.34,51613.03,52411.34,,,,
2025-11-04,52294.31,52636.87,51497.2,51497.2,,,,
2025-11-05,51291.39,51422.42,49073.58,50212.27,,,,
2025-11-06,50792.55,51248.28,50594.19,50883.68,,,,
2025-11-07,50524.31,50642.79,49640.56,50276.37,,,,
2025-11-10,50645.27,50969.5,50392.44,50911.76,,,,
2025-11-11,51314.04,51513.16,50581.17,50842.93,,,,
2025-11-12,50988.53,51072.26,50537.5,51063.31,,,,
2025-11-13,51013.15,51338.89,50954.27,51281.83,,,,
2025-11-14,50767.74,50767.74,50246.6,50376.53,,,,
2025-11-17,50282.39,50398.16,49845.86,50323.91,,,,
2025-11-18,49812.95,49971.55,48661.52,48702.98,,,,
2025-11-19,48822.88,49087.11,48235.3,48537.7,,,,
2025-11-20,49129.29,50574.82,49113.39,49823.94,,,,
2025-11-21,49251.26,49459.59,48490.03,48625.88,,,,
2025-11-25,49113.82,49182.32,48511.95,48659.52,,,,
2025-11-26,49012.25,49749.59,48964.19,49559.07,,,,
2025-11-27,49868.79,50322.14,49865.17,50167.1,,,,
2025-11-28,50218.96,50258.25,49989.54,50253.91,,,,
2025-12-01,50318.59,50366.74,49215.96,49303.28,,,,
2025-12-02,49494.58,49636.79,49243.55,49303.45,,,,
2025-12-03,49540.64,50138.6,49521.23,49864.68,,,,
2025-12-04,49942.94,51028.42,49910.06,51028.42,,,,
2025-12-05,50530.34,50634.85,50215.41,50491.87,,,,
2025-12-08,50643.09,50678.05,50224.65,50581.94,,,,
2025-12-09,50677.36,50793.69,50417.11,50655.1,,,,
2025-12-10,50878.66,51107.77,50329.27,50602.8,,,,
2025-12-11,50818.39,50875.98,49926.27,50148.82,,,,
2025-12-12,50480.23,51127.69,50457.42,50836.55,,,,
2025-12-15,50352.09,50432.1,49965.68,50168.11,,,,
2025-12-16,50051.24,50051.24,49355.87,49383.29,,,,
2025-12-17,49413.19,49571.5,49077.81,49512.28,,,,
2025-12-18,49058.31,49169.79,48643.78,49001.5,,,,
2025-12-19,49387.71,49766.96,49257.15,49507.21,,,,
2025-12-22,50084.55,50590.88,49982.2,50402.39,,,,
2025-12-23,50374.48,50544.56,50264.42,50412.87,,,,
2025-12-24,50475.48,50636.95,50323.92,50344.1,,,,
2025-12-25,50450.18,50510.11,50283.76,50407.79,,,,
2025-12-26,50527.13,50941.89,50527.13,50750.39,,,,
2025-12-29,50691.22,50707.23,50347.65,50526.92,,,,
2025-12-30,50312.85,50534.64,50198.97,50339.48,,,,
2026-01-05,51010.28,52033.24,50995.67,51832.8,,,,
2026-01-06,52157.22,52523.77,52024.62,52518.08,,,,
2026-01-07,52144.64,52404.11,51830.4,51961.98,,,,
2026-01-08,51769.83,51866.19,51052.83,51117.26,,,,
2026-01-09,51367.98,51986.91,51189.14,51939.89,,,,
2026-01-13,52808.29,53814.79,52741.64,53549.16,,,,
2026-01-14,53827.24,54487.32,53792.68,54341.23,,,,
2026-01-15,54039.4,54153.61,53709.87,54110.5,,,,
2026-01-16,54071.28,54130.6,53706.79,53936.17,,,,
2026-01-19,53390.05,53583.57,53091.45,53583.57,,,,
2026-01-20,53348.59,53408.35,52852.9,52991.1,,,,
2026-01-21,52228.08,52848.78,52194.81,52774.64,,,,
2026-01-22,53327.39,53922.53,53242.38,53688.89,,,,
2026-01-23,53898.45,54050.84,53603.68,53846.87,,,,
2026-01-26,53023.28,53138.67,52656,52885.25,,,,
2026-01-27,52847.54,53334.03,52637.66,53333.54,,,,
2026-01-28,53023.88,53507.18,52788.10,53358.71,,,,
